uid,cid
865, "PLAN445"
1790, "BIOL448"
1202, "HIST397"
3251, "THPERF102"
4416, "CIVE507"
1192, "PHYS474"
1797, "CIVE343"
3272, "ACTSC331"
1142, "SI312"
2694, "BIOL342"
3250, "JS203"
2877, "ARCH510"
2758, "SMF101"
4535, "PSCI403"
2452, "MUSIC217"
213, "HIST356"
4049, "PHIL201"
3565, "PHIL209"
1824, "GEOG407"
2730, "GEOG316"
1399, "BLKST210"
1449, "BME294"
3792, "STV100"
1298, "BME393"
2948, "ITAL201"
2554, "ECE457C"
1406, "ENGL486"
411, "SFM102"
3092, "PMATH433"
4580, "GBDA412"
2593, "RS307"
4952, "BUS445W"
3951, "GENE23K"
1329, "PHYS359"
1041, "ECE356"
4546, "ENGL408B"
1248, "PSYCH439"
2628, "SOC399R"
4850, "ENGL310A"
775, "ENGL203"
2601, "APPLS304R"
1001, "ACTSC372"
3031, "ENGL330A"
3754, "OPTOM252L"
4497, "CHINA402R"
2841, "KIN406"
962, "ECE150"
4674, "SWREN434R"
1077, "AFM132"
3808, "MTE320"
570, "LS221"
4580, "PHIL405"
1702, "EMLS105R"
3615, "DAC307"
702, "OPTOM215"
4365, "GERON201"
3092, "ARCH520"
3268, "PSYCH312R"
255, "MUSIC326"
4957, "ASL202R"
3023, "EARTH122L"
3377, "SOCWK221R"
4618, "HLTH443"
403, "CHEM209"
504, "AE377"
3821, "SFM101"
764, "KIN360"
2328, "AFM452"
3714, "CIVE298"
2584, "ECE475"
1033, "JS209"
4846, "BUS121W"
3586, "AFM426"
874, "SE401"
2000, "STAT332"
4388, "PHYS233"
3656, "RS350"
654, "GENE395"
2050, "FINE275"
4187, "AFM112"
3058, "CO342"
3137, "CHE482"
3837, "GENE23E"
3417, "ARABIC202R"
1469, "CLAS461"
1303, "CHE231"
4278, "LAT341"
3636, "PACS395"
286, "MEDVL130"
2384, "HLTH454"
3977, "ENVS410"
3057, "MNS201L"
3462, "ITALST291"
808, "CHE302"
2481, "BIOL434"
1250, "ENGL292"
3272, "VCULT112"
3127, "STV302"
195, "SWREN424R"
2953, "CHEM123"
124, "UNIV101"
939, "ITALST291"
4070, "CO327"
576, "FINE309"
625, "OPTOM460"
1796, "PSCI404"
3439, "PMATH441"
3842, "ECON211"
2294, "REC413"
4318, "AFM447"
1392, "SE465"
2493, "CHE401"
1404, "PSCI324"
1512, "BME102"
636, "FINE364"
460, "CHEM123"
1084, "ECE474"
2148, "SYDE113"
1628, "RS348"
740, "AFM131"
64, "MATH237"
1036, "SOC422"
3161, "SYDE286"
3764, "ACTSC469"
3501, "ARTS111"
2651, "MATH103"
4552, "PHARM377"
2863, "PHARM120"
4787, "INDEV308"
3003, "HLTH392"
952, "ECE202"
3234, "ANTH499A"
3276, "ECE401"
2270, "SI242R"
3680, "GSJ430"
4157, "SMF215"
1388, "CFM101"
3814, "GSJ430"
2865, "GEOG305"
4561, "SWREN251R"
400, "SE498"
616, "SMF216"
3395, "CIVE583"
2417, "SOC440"
289, "GEOG407"
3788, "CLAS342"
2083, "INDEV275"
2476, "BIOL462"
311, "ENVE123"
3664, "SWREN221R"
4442, "SOC349"
888, "MUSIC371"
2858, "ENVS476C"
886, "AMATH495"
4979, "GER200"
4073, "SPAN150"
876, "CIVE440"
1057, "MATH212"
3002, "GSJ347"
2900, "HLTH471"
920, "SMF212"
3738, "CIVE115"
3782, "PHIL252"
4161, "ENVE497"
1265, "COMMST220"
1587, "GEOG207"
3738, "STAT372"
2070, "STV202"
3944, "BIOL447"
837, "SOC433"
1122, "ECON393"
4103, "HHUM222"
1659, "GER330"
4006, "MTE546"
210, "AFM329"
4274, "MTE220"
2421, "SOC342"
2872, "GENE23K"
192, "PHYS449"
4076, "EARTH444"
988, "ENGL206"
4792, "ENGL200C"
1873, "SMF101"
495, "ERS200"
4174, "SOC304"
1200, "FINE231"
3474, "MSE452"
901, "CHEM267L"
4790, "AFM274"
416, "KIN121"
4195, "PSCI315"
631, "CHEM333"
4209, "SOC462"
1688, "MTE100"
1317, "OPTOM360"
2384, "PHIL215"
3555, "INDENT320"
1147, "ENVE277"
239, "BME553"
373, "BME553"
3311, "INTEG230"
4083, "RS216"
3603, "COMM433"
4313, "PHYS396"
4948, "ERS406"
4056, "PSCI421"
2405, "CHE402"
4286, "SYDE211"
1493, "ARBUS200"
2016, "GRK351"
50, "ECE405C"
496, "LS403"
853, "GER363"
2691, "LAT351"
4377, "SOC451"
4603, "HIST317"
413, "FR410"
2634, "BIOL452"
2944, "BIOL472"
4919, "ANTH272"
930, "PACS314"
1379, "ACTSC231"
141, "PSCI389"
517, "CS445"
566, "EARTH321"
3050, "ARCH446"
1912, "SOC225"
4078, "BIOL130"
995, "ENGL200A"
4093, "ENVE577"
1992, "HLTH400"
3453, "MENN390"
3895, "ANTH241"
3945, "KOREA301R"
972, "CLAS492"
4704, "CS485"
3690, "ECON306"
1230, "REC433"
784, "PMATH332"
1305, "SE350"
475, "MSE121"
395, "NE301"
2269, "RS380"
616, "CS245"
1457, "LS351"
2158, "SOC422"
99, "INTST101"
3803, "CMW202"
4455, "COOP5"
767, "CO442"
2709, "JS212"
2193, "GEOG411"
2357, "AMATH362"
3934, "CO439"
784, "SOC253"
1903, "HIST356"
1875, "ECON381"
2277, "CLAS361"
4143, "NE454B"
2513, "HIST101"
796, "HRM200"
1117, "BLKST303"
952, "RS224"
3043, "PLAN452"
3249, "REC272"
695, "CIVE495"
3317, "BIOL365"
1663, "OPTOM347"
3807, "ITALST396"
3414, "AFM373"
185, "INDEV476"
1345, "ENGL192"
1812, "ENGL373"
2167, "PSCI452"
4128, "HRTS201"
264, "AFM275"
3165, "ENGL213"
2493, "RS380"
2564, "BIOL150"
4581, "ITALST312"
1285, "ENGL492"
1123, "ECON487"
3720, "CHE425"
959, "PLAN375"
3193, "INDEV100"
970, "ECE458"
2764, "GEOG309"
679, "HIST234"
1306, "SI250R"
3615, "NE409"
4254, "EASIA300R"
2289, "COMMST220"
1594, "MSE402"
4848, "CHE543"
4967, "SMF400"
981, "CS489"
1935, "OPTOM365"
314, "LS235"
749, "CIVE241"
2297, "ECE207"
4952, "MSE454"
2355, "RS312"
4333, "AE115"
934, "ENVE299"
1320, "COMMST491"
52, "PHARM126"
2373, "BIOL465"
4229, "RS462"
4849, "SOC210"
634, "ARCH393"
1575, "ECON256"
32, "PSCI456"
3524, "RS230"
644, "PMATH334"
2207, "OPTOM170"
2393, "FINE338"
4619, "RS387"
4587, "ENVE121"
4645, "ME202"
4575, "HHUM306"
4201, "STAT340"
3022, "LAT332"
3297, "BME355"
692, "DUTCH101"
3048, "GBDA365"
3759, "PACS314"
4272, "PLAN348"
459, "KIN232"
1385, "REC313"
1828, "ENGL324"
653, "ENVS105"
718, "ENGL291"
4804, "FR486"
4137, "KIN429"
4836, "ECE192"
1427, "BME553"
3110, "LS300"
523, "BUS127W"
4376, "MATH146"
2412, "HIST111"
3842, "BIOL490D"
2349, "PHIL246"
1468, "PLAN432"
2742, "SWREN301R"
4729, "ENGL336"
3573, "PSCI264"
3054, "NE452"
594, "SDS251R"
146, "GER330"
4297, "FR365"
3401, "HLTH421"
806, "HRM400"
3670, "AE353"
78, "THPERF112"
3325, "SOC498"
1388, "AE299"
1663, "GSJ309"
157, "SYDE334"
1384, "RS355"
2013, "SYDE586"
1488, "CS448"
4574, "CO444"
2236, "SPAN446W"
714, "PSYCH398"
1225, "ANTH382"
2632, "BUS452W"
399, "ECON422"
4636, "CO463"
2371, "GEOG430A"
1127, "SI121R"
4290, "ECE340"
4354, "ME531"
1874, "EASIA206R"
2746, "GBDA302"
4483, "CHE399"
1491, "ECON382"
3500, "PHARM330"
4827, "SE464"
1342, "ECE457A"
2239, "HIST389"
964, "PACS329"
3337, "JS212"
1992, "COMMST149"
2388, "ITALST111"
366, "ACTSC231"
1829, "FINE245"
577, "REC433"
644, "AVIA416"
4062, "SMF494"
2975, "PHYS435"
625, "REC120"
2524, "PHARM372"
4134, "SDS210R"
4377, "FINE150"
2471, "THPERF499B"
2719, "FINE202"
1195, "HRM307"
2137, "COMMST224"
4351, "ANTH289"
2743, "PHYS435"
3060, "CS466"
2227, "SMF494"
3663, "PSCI480"
306, "MTE262"
3761, "OPTOM272"
3943, "MATH124"
4188, "EARTH440"
2431, "LS223"
4729, "ERS403B"
3471, "PHIL320"
2191, "ARCH142"
1415, "AFM244"
726, "ENGL306A"
1575, "MSE597"
4211, "GERON218"
2061, "PHARM353"
2627, "REC419"
3223, "SPAN329"
2469, "BME393"
39, "CHE541"
104, "EARTH281"
2859, "CFM301"
4075, "SE402"
2481, "SWREN311R"
1335, "JS218"
4767, "ME595"
3238, "HEALTH107"
564, "ENBUS304"
3663, "GEOE298"
1165, "GBDA302"
3221, "SMF490"
585, "GENE23Q"
4433, "SOC342"
3259, "ENGL305B"
1939, "RS264"
4151, "FINE341"
4317, "MUSIC100"
1548, "CS106"
547, "HIST327"
3895, "REC213"
2707, "PSYCH213R"
3154, "SPAN395"
1469, "ANTH100"
1482, "PACS301"
2583, "ECON457"
1913, "HIST252"
3549, "KOREA101R"
3439, "BME499"
1312, "AFM113"
4596, "ENVE401"
4785, "AE392"
2470, "ECE305"
4700, "FINE258"
3812, "PHARM491"
1874, "SE402"
4182, "SCI267"
484, "BME550"
3937, "SOCWK322R"
760, "KIN418"
881, "KIN360"
4395, "MSE302"
229, "ECE318"
270, "VCULT300"
4500, "PHARM491"
1115, "CHE100"
4090, "EARTH122L"
3919, "BIOL447"
3674, "RS387"
3688, "PSCI450"
3922, "PD12"
679, "GSJ472"
3006, "EASIA232R"
378, "HHUM307"
3388, "CHE302"
1510, "MATH128"
1697, "BLKST230"
1501, "SOC232"
4893, "STAT334"
2367, "SOC385"
1065, "OPTOM104"
4088, "AFM443"
1898, "SYDE599"
2672, "PSCI310"
2158, "ECE373"
1624, "PLAN401"
2115, "SCI267"
4773, "ECE252"
1376, "PHARM366"
3116, "PLAN478"
714, "HLTH220"
2395, "BIOL225"
3609, "AFM485"
1180, "ENGL210J"
2523, "GSJ309"
2717, "CLAS232"
4150, "PHIL472"
1086, "PSYCH312R"
4794, "SYDE575"
3914, "SOC249"
4543, "STAT435"
3549, "CHEM237L"
3854, "REC151"
2250, "GENE23R"
4564, "CLAS351"
1007, "ARCH327"
2164, "DAC329"
1193, "STAT438"
3841, "CHEM237L"
4425, "INTEG441"
4735, "PSYCH465"
1167, "PSCI463"
25, "AVIA408"
2151, "SI121R"
2683, "CHEM497"
1884, "GRK451"
1996, "MATH147"
3963, "ENVE398"
530, "COOP6"
1481, "THPERF316"
3979, "CS349"
3155, "PSCI493"
4525, "CHE571"
177, "CS448"
2337, "BUS393W"
3278, "MUSIC333"
4668, "HRTS203"
2174, "SOC224R"
805, "NE496"
4732, "REC413"
885, "BLKST202"
1862, "AFM417"
4513, "PACS301"
2473, "GBDA305"
3480, "SDS331R"
3673, "GER495"
293, "CHEM335L"
2495, "MENN125"
2750, "BME362"
4675, "FR192A"
4425, "ANTH311"
2780, "PHYS383"
889, "MGMT244"
1244, "BIOL346"
4535, "KIN416"
971, "ARCH473"
4654, "PSYCH230"
738, "MATH116"
1307, "CHE482"
2600, "HLTH304"
154, "BIOL490B"
3013, "ENVE392"
1448, "CHE560"
4592, "MATH211"
68, "PSCI224"
587, "ERS456"
3918, "PLAN468"
2599, "MUSIC216"
2603, "PSYCH390"
893, "GEOG187"
2263, "AFM111"
513, "ARCH580"
198, "BUS381W"
2613, "CHE291"
4011, "BLKST240"
1778, "LS223"
2512, "ACTSC363"
2049, "PHYS263"
3686, "ERS403B"
2459, "ENGL295"
878, "EARTH440"
2769, "PHARM422"
4831, "FINE214"
3956, "ME595"
970, "ENGL320"
1534, "PSYCH499C"
4765, "AFM476"
2325, "ITALST312"
718, "ECON366"
4745, "ECON467"
4172, "AE280"
1775, "SYDE352"
4239, "ENVE376"
4316, "SDS490R"
175, "CO480"
881, "CS450"
53, "ITAL201"
2574, "LS402"
637, "ANTH395"
2826, "AFM416"
3176, "RS343"
3746, "GENE502"
4030, "EASIA232R"
4413, "CHEM495"
2236, "BLKST240"
414, "REC253"
3506, "HLTH301"
4814, "BIOL323"
2234, "ERS415"
2215, "SCBUS225"
2187, "AFM483"
3438, "BME384"
1501, "ECE498B"
2162, "INDEV401"
1674, "PHYS467"
1788, "PHIL257"
1705, "ENVS278"
3220, "HIST398"
2065, "ANTH309"
2481, "PSCI450"
1719, "ME573"
322, "SDS131R"
1697, "LS403"
2795, "MNS102"
3002, "PSCI479"
1212, "ENGL208K"
2449, "CS137"
1316, "VCULT100"
3346, "PSYCH339"
4043, "ECON451"
1290, "ENGL205R"
1342, "CIVE399"
1642, "PD11"
3, "AE425"
1063, "LS301"
1305, "GEOG417"
3055, "INDG101"
3182, "ENGL470B"
983, "MTE597"
4203, "HIST235"
3968, "MSE331"
1529, "OPTOM478"
1846, "ACTSC432"
4692, "HIST368"
2343, "SYDE548"
3154, "ENVE583"
2140, "STAT454"
2097, "THPERF307"
1493, "PHYS233"
4608, "EASIA250R"
184, "BLKST230"
2783, "ARABIC202R"
4599, "ECE451"
2611, "CIVE230"
1195, "HLTH473"
1371, "PHYS260B"
1670, "PSYCH352"
4999, "SCI201"
2095, "PHARM129"
405, "GER308"
2184, "ECE499"
2781, "SOCWK450R"
3468, "LS464"
4606, "CHE565"
3081, "PSCI281"
171, "BIOL458"
2164, "ECE201"
2572, "COMMST112"
1056, "THPERF244"
1198, "MUSIC232"
688, "THPERF307"
949, "HLTH401"
4290, "OPTOM106"
4444, "SYDE535"
999, "PHARM370"
1598, "ECE380"
3805, "PHYS249"
4016, "ECE318"
1513, "MUSIC227"
2952, "ARCH393"
1589, "PHARM111"
3414, "HIST253"
3907, "ECON366"
285, "ENBUS302"
4557, "ACTSC127"
3743, "GENE21N"
1875, "PHYS234"
798, "GBDA311"
3861, "PHARM422"
2321, "MUSIC371"
170, "BIOL434"
4390, "ME595"
2384, "BET100"
1719, "ECON392"
3760, "ENVE499"
1273, "NE330L"
4887, "PHIL315"
972, "SI312"
4859, "SOCWK355R"
938, "PHARM380"
359, "STAT371"
2018, "BME393"
827, "CO485"
2088, "SCBUS425"
1080, "ME123"
2031, "LS322"
4535, "CI255"
1918, "MNS221"
3608, "GSJ307"
2686, "PSCI365"
3534, "NE344"
2794, "DAC403"
2345, "PACS391"
3338, "PHARM450"
1096, "LS286"
4532, "ENGL100B"
4939, "RS263"
2958, "ENGL208G"
2390, "FR485"
4014, "PLAN300"
4058, "ECE102"
4310, "BIOL349"
2597, "ACTSC423"
4814, "ENBUS475"
1620, "ERS102"
1411, "KIN420"
3321, "PHYS396"
4616, "CS457"
2604, "PHYS334"
2738, "SCBUS122"
1067, "PSYCH499A"
1462, "KIN459"
3340, "AE299"
4623, "REC455"
4022, "PLAN441"
2375, "ENBUS405"
621, "PSCI359"
488, "FR303"
3370, "AE299"
289, "SE202"
1498, "LAT332"
2370, "FR410"
1131, "SWREN441R"
2665, "NE225"
678, "ARCH492"
1233, "INTEG475"
802, "BIOL240"
3756, "HLTH473"
1594, "STAT316"
3087, "ARTS140"
3044, "ARCH173"
1498, "EARTH460"
722, "MNS322"
4415, "LAT451"
3512, "SOCWK300R"
893, "JS209"
2719, "PLAN476"
2306, "STV400"
2334, "COMMST227"
904, "BLKST224"
2110, "LS300"
275, "KIN312"
1277, "RS250"
379, "PHIL257"
3861, "AFM244"
3434, "GEOG303"
2838, "THPERF284"
1521, "GEOG181"
1245, "GENE101"
677, "PHIL230J"
3698, "ENGL495A"
4758, "SOC270"
4520, "PSCI423"
132, "CHEM432"
3289, "CHEM140"
3909, "PSYCH447"
2683, "PSCI499A"
3035, "FR365"
1576, "AFM102"
3190, "PMATH343"
2782, "ENGL491"
1832, "GENE23E"
4137, "COMMST435"
4461, "BIOL150"
3039, "RS314"
2741, "REES240"
2811, "AVIA102"
981, "AE204"
3290, "SOC223R"
1733, "PHIL498"
391, "ECON102"
290, "AMATH383"
2603, "CHEM302"
2914, "STAT430"
214, "STV210"
813, "CHE241"
4278, "KIN420"
1164, "ENGL412"
4274, "OPTOM375L"
3334, "HIST275"
3547, "PLAN409"
3739, "GBDA203"
2002, "SCBUS323"
1312, "COOP8"
972, "RS314"
4112, "CLAS342"
3062, "BIOL462"
3750, "ENGL366"
1255, "ANTH372"
1662, "CLAS252"
408, "SCI300"
2889, "AMATH475"
1363, "REC230"
1313, "ERS321"
2599, "ENVE299"
1970, "GEOG306"
4409, "BIOL302"
3647, "PHYS370L"
4861, "SOC204R"
379, "BME261"
3828, "CFM301"
4912, "ARTS490"
2782, "OPTOM348A"
3032, "SDS411R"
4054, "COMM421"
3660, "AFM429"
2053, "MATH124"
1947, "PSYCH264"
3012, "ENGL460D"
1632, "EASIA233R"
1802, "STAT433"
2061, "PSCI351"
2716, "AMATH242"
577, "MNS221"
1361, "BUS111W"
1488, "HIST282"
3794, "AFM311"
2717, "SE491"
4782, "THPERF380"
2116, "SMF211"
1622, "REC357"
3922, "MATH97"
160, "SOC262"
430, "BME544"
745, "SPAN430"
1359, "ENGL306F"
3101, "FINE242"
3793, "ME572"
1447, "PHIL100J"
4939, "RS377"
4589, "EARTH460"
65, "AFM341"
4912, "CIVE413"
3837, "GENE395"
904, "KIN305"
3547, "CS467"
4948, "HRTS390"
1381, "ANTH202"
330, "ENVE299"
4726, "SFM329"
2093, "INTEG475"
2659, "SMF111"
2994, "MTE121"
1344, "CS240E"
4528, "PHIL256"
1456, "FINE231"
394, "THPERF306"
2554, "GEOG302"
312, "HIST115"
4079, "FR484"
4823, "KIN308"
1306, "SOC370"
202, "HIST313"
2541, "FINE212"
4055, "PSCI315"
790, "CIVE354"
2906, "RS358"
1016, "SI232R"
3326, "SWREN431R"
4606, "STAT211"
2831, "SOC320"
489, "EMLS105R"
2938, "ERS288"
290, "MEDVL330"
4393, "KIN493"
172, "ENGL210G"
4647, "AFM212"
4319, "PSCI277"
3783, "BLKST380"
3084, "OPTOM346"
3092, "CI200"
4612, "ITALST360"
323, "HHUM222"
1921, "PSYCH226R"
2611, "GEOG476"
1293, "CLAS490A"
3227, "SOCWK356R"
730, "EASIA302R"
1482, "MTE252"
2152, "THPERF316"
1012, "PHYS233"
1013, "MUSIC361"
2179, "PHARM473"
4306, "MTE111"
1833, "PHIL256"
3256, "ECE201"
1309, "RS285"
2180, "BME122"
3582, "REC450"
2531, "RS498"
1079, "PSYCH361"
471, "STAT321"
3861, "KIN472"
2464, "CHEM233L"
3163, "SDS445R"
3195, "COOP12"
1033, "SDS312R"
1060, "SE498"
2124, "PSCI324"
4000, "MTE262"
4123, "PHYS275"
137, "HIST315"
1094, "COMM432"
1268, "ANTH498"
2018, "COOP12"
3860, "COOP4"
3600, "GEOG225"
3743, "PSYCH396"
537, "PSYCH399"
3246, "CI329"
483, "HIST491"
4395, "BIOL240"
30, "MTE321"
948, "BIOL469"
3528, "ECE453"
3472, "HIST221"
3117, "PACS301"
954, "ECON409"
3178, "FINE393"
2388, "ECE250"
831, "NE455C"
964, "MUSIC227"
1435, "REES385"
499, "SOC280"
416, "THPERF417"
1826, "INDEV490B"
2370, "AE279"
4654, "HHUM263"
1427, "PHYS124"
2298, "AVIA310"
3382, "SCI200"
2864, "CLAS230"
2666, "KIN425"
3532, "PSCI405"
3615, "SYDE362"
2579, "MUSIC290"
4065, "ERS361"
1257, "SYDE113"
1223, "RS349"
2624, "AVIA205"
3422, "BME553"
4072, "CHINA201R"
4406, "ENGL430A"
810, "SWREN490R"
565, "GEOG203"
3839, "AMATH361"
1435, "HIST221"
3497, "CHE230"
478, "DAC403"
1487, "CO471"
286, "SPAN317"
4784, "NE461"
4723, "AFM321"
4863, "PSCI226"
3334, "PACS401"
1941, "PHIL230J"
691, "ENVS374"
2986, "GENE415"
3113, "CHEM240"
3788, "INTEG120"
3071, "BLKST240"
1877, "AMATH342"
4276, "PHYS442"
2168, "CHE524"
3700, "GBDA365"
369, "AFM272"
592, "MATH137"
131, "CHEM237"
3641, "ECE495"
3814, "FINE404"
144, "RS320"
4520, "HLTH450"
4768, "ARCH248"
3764, "MNS102"
1322, "BME355"
2349, "PSCI231"
3995, "HRTS204"
409, "ECON101"
612, "ITALST263"
3178, "COOP2"
4998, "COMMST399"
1166, "SOCWK300R"
2434, "ENGL208M"
3124, "CLAS321"
3272, "EASIA291R"
4261, "HLTH410"
52, "RS251"
2153, "STAT454"
2336, "PSYCH355"
245, "STAT440"
2373, "ECON102"
3604, "CLAS205"
2100, "PHYS111"
4373, "ENVE280"
3562, "CIVE153"
2827, "GRK332"
3152, "PDARCH1"
1770, "PSCI479"
107, "PHARM224"
4888, "HHUM288"
1425, "SWREN301R"
3277, "PLAN267"
934, "SOC324"
3407, "AFM127"
1804, "ECE484"
4575, "ENGL348"
514, "GER362"
2651, "RS242R"
643, "RS462"
3071, "PSYCH458"
2780, "ENGL412"
2944, "NE455D"
2817, "CS343"
3112, "EARTH438"
3204, "ECON254"
1347, "STAT464"
566, "EARTH270"
3807, "ENGL495A"
839, "ARABIC101R"
1972, "RS100"
4753, "CS230"
2364, "ECE252"
2679, "HLTH451"
4468, "PLAN408"
4645, "CDNST211"
722, "THPERF368"
3465, "INDEV402"
4271, "CO327"
3749, "ENVE573"
3039, "LAT101"
1785, "DUTCH271"
3931, "CLAS390"
177, "PHARM323"
693, "ME597"
114, "FINE305"
1431, "SDS415R"
3980, "APPLS291"
4442, "HIST341"
1206, "CHEM266L"
3216, "MGMT345"
2717, "AMATH251"
2456, "MATH103"
3973, "FINE214"
4898, "ACTSC127"
2321, "ENGL365"
4640, "ENVE392"
2316, "PACS201"
2223, "MSE598"
2204, "CO327"
2926, "SMF212"
3454, "ECE462"
2725, "EASIA100R"
4137, "FINE223"
786, "AVIA101"
3233, "CO430"
2479, "ECE453"
3604, "PHYS444"
1603, "SE380"
2881, "ENGL208N"
2828, "PHIL321J"
4449, "CHE402"
2847, "FR292"
1134, "ECE208"
1625, "CIVE491"
2829, "ENGL320"
4513, "HLTH301"
3979, "MUSIC327"
2329, "REC408"
2967, "PMATH440"
601, "PHARM120"
3302, "STAT466"
1667, "ENGL247"
4132, "HLTH260"
981, "HUMSC401"
15, "STV205"
140, "SMF350"
4186, "CS476"
4609, "ENBUS314"
2219, "PSYCH316"
3650, "ECE313"
1440, "PSCI456"
2566, "ERS202"
65, "AFM433"
3071, "PMATH330"
4215, "LS227"
73, "AVIA204"
516, "MTHEL198"
143, "BET411"
3529, "ARTS190"
3894, "HIST315"
2354, "AFM345"
4708, "PD6"
452, "MUSIC216"
90, "CIVE241"
2527, "FR353"
2934, "KIN301"
4049, "AFM334"
4920, "BIOL472"
3001, "AMATH333"
4703, "CHEM323"
625, "HIST242"
2492, "COMMST202"
466, "MUSIC390"
490, "PHARM392"
893, "CS240E"
481, "CIVE422"
4546, "SOC225"
2353, "INDG216"
3370, "HIST377R"
4233, "KIN320"
3453, "NE112"
2411, "HIST254"
4623, "HRTS204"
2990, "CHEM404"
2149, "PHIL228"
3555, "RS210"
4974, "RS335"
3949, "ENGL425"
514, "PHARM472"
3132, "CHEM123"
2007, "ENGL233"
3588, "ERS402"
259, "ENVE499"
4501, "MATH217"
4433, "ANTH381"
2778, "THPERF361"
826, "INNOV300"
988, "COOP6"
2043, "ENGL451B"
4413, "ERS222"
947, "GENE21S"
3010, "ITALST112"
4675, "FINE201"
4117, "RS491"
459, "THPERF380"
2111, "SYDE283"
2994, "ECON423"
4041, "ACTSC446"
2971, "SFM499"
2236, "PHYS394"
566, "SCI267"
4404, "HIST278"
4771, "PSCI482"
4519, "HIST260"
2615, "DUTCH271"
2353, "DUTCH271"
1947, "PSYCH393"
4963, "KIN416"
3952, "CHEM120"
515, "BIOL433"
1994, "PSCI303"
2778, "HLTH401"
1088, "MUSIC322"
109, "PMATH433"
869, "EASIA302R"
599, "BIOL489"
2435, "KIN493"
4327, "CHEM266L"
2805, "SOC402"
4731, "CHEM233"
2804, "LS419"
3475, "PLAN485"
4569, "ENGL262"
592, "CHE220"
1681, "GER398"
2163, "BIOL485"
990, "SCI207"
2983, "SYDE252"
3064, "AFM401"
2058, "GENE499"
3974, "PHARM229"
864, "ENGL326"
1947, "SDS205R"
2776, "SOCWK399R"
1349, "HRTS101"
2601, "COMMST201"
1522, "LS206"
4579, "MTE182"
4988, "SOC325"
230, "INNOV201"
298, "HHUM241"
2859, "ERS102"
1081, "PSYCH417"
4489, "PSYCH264"
3156, "AFM433"
1791, "ENGL350A"
109, "REC200"
1342, "SDS210R"
3327, "CS436"
4419, "PMATH465"
1608, "LS223"
4112, "OPTOM106"
4467, "SOC426"
4850, "BET210"
1836, "HLTH344"
969, "ENGL240R"
3496, "ME101"
4171, "CS136"
2611, "HUMSC490"
3908, "LS228"
793, "CHE225"
1906, "REC471B"
4597, "PSYCH499A"
2986, "KIN416"
3331, "SYDE263"
691, "CIVE341"
789, "SDS451R"
3307, "PSCI358"
3247, "BUS491W"
4899, "NE344"
973, "BME544"
2058, "PHYS115"
405, "CS485"
600, "MSE543"
4533, "AFM448"
1112, "PHARM467"
2208, "ENVE382"
4120, "COMM400"
3409, "CROAT102"
3979, "PMATH450"
3005, "LS434"
3310, "CHEM432"
1742, "CO434"
3107, "GEOG460"
1636, "BIOL443"
60, "ANTH447"
2943, "PHARM476"
1555, "PSCI260"
2823, "PHIL200J"
4690, "AE280"
3988, "ECE498B"
2442, "PHIL384"
2004, "PMATH347"
1477, "EARTH436A"
1385, "ECE305"
2613, "CS476"
1855, "ENGL372"
2957, "ACTSC468"
4403, "SE350"
1050, "ENGL202A"
4954, "STAT341"
2356, "PHIL246"
2003, "CLAS237"
3956, "SMF112"
4490, "GENE21Q"
4182, "ECE252"
1893, "SYDE181"
3809, "HIST318"
345, "ME559"
4212, "OPTOM103"
2837, "SYDE283"
2143, "CHEM430"
787, "FR291"
1891, "KIN301"
3674, "SYDE121"
1475, "ITALST112"
1499, "AE392"
3439, "SOC451"
2523, "REC433"
1339, "SMF305"
461, "HIST208"
1760, "INDEV478"
685, "AE495"
4383, "ECE454"
4743, "PHIL328"
3339, "SWREN301R"
174, "SWREN411R"
1387, "SI232R"
4127, "SDS499B"
709, "LS227"
4907, "ARCH248"
3954, "PMATH445"
4176, "REC362"
505, "CS115"
2762, "FINE327"
4272, "PHYS483"
1849, "CIVE354"
4876, "NE454B"
1322, "ENGL310B"
1887, "COMMST101"
638, "CS137"
3246, "CHE571"
348, "KIN301"
4400, "AVIA100"
2826, "GEOE221"
1002, "CS476"
3669, "ITALST242"
9, "FINE330"
4170, "REC280"
2063, "KIN342"
2019, "FINE221"
4684, "PSYCH482"
2520, "BET300"
781, "SWREN472R"
1927, "PHARM323"
615, "THPERF220"
3452, "SOC461"
1622, "SOC229"
3670, "HIST224"
1128, "SFM299"
1916, "AMATH451"
4365, "RS259"
3122, "EARTH491"
1116, "SMF205"
4681, "ECE423"
967, "PSYCH212"
1554, "SFM299"
4755, "ME571"
2267, "ENGL327"
958, "STAT322"
830, "ARCH342"
574, "FINE362"
579, "LS374"
4630, "INDEV490B"
3610, "ENGL366"
210, "SOC406"
1220, "SOC362"
4802, "AFM333"
1984, "GENE21E"
3752, "HIST115"
661, "JAPAN102R"
146, "ENGL210I"
2123, "ME300B"
1275, "ME435"
4653, "ECE206"
1900, "LS305"
1476, "PLAN340"
1807, "CHINA401R"
3140, "PSCI363"
2860, "MUSIC290"
4381, "PSCI365"
1051, "COMMST111"
1741, "SOC440"
2401, "PHARM229"
3361, "SYDE300"
4398, "MATBUS472"
1957, "FINE232"
3091, "FINE231"
1820, "SOCWK490R"
1940, "LS237"
3036, "HLTH479"
2243, "CS240"
2619, "ARCH110"
3392, "PSYCH312R"
3477, "ITAL102"
4428, "ME262"
