sessionId, userId, review
10652, 4246, 9
10652, 2778, 5
10652, 28, 4
10652, 1951, 3
10653, 3552, 1
10653, 1861, 10
10654, 1666, 10
10654, 1701, 1
10654, 4219, 3
10655, 125, 8
10656, 1058, 8
10656, 4962, 5
10656, 3812, 5
10656, 85, 9
10657, 1499, 2
10657, 4110, 3
10659, 124, 5
10660, 193, 7
10660, 2853, 8
10660, 3121, 7
10661, 1835, 1
10661, 126, 8
10663, 4819, 5
10663, 998, 4
10663, 95, 7
10664, 2372, 8
10664, 174, 9
10664, 4630, 8
10665, 3499, 3
10665, 4627, 9
10666, 151, 1
10667, 197, 1
10667, 1425, 10
10668, 150, 5
10669, 228, 7
10669, 4326, 2
10669, 4358, 7
10669, 77, 3
10669, 2644, 9
10669, 1429, 10
10670, 4105, 2
10670, 195, 3
10671, 12, 6
10671, 3669, 9
10672, 4094, 4
10673, 188, 1
10673, 255, 8
10674, 102, 9
10674, 4299, 5
10674, 4205, 3
10674, 3407, 8
10674, 3614, 2
10675, 147, 4
10676, 4120, 3
10677, 870, 10
10677, 2701, 9
10677, 2894, 3
10678, 4929, 3
10678, 72, 8
10678, 949, 6
10679, 4, 6
10680, 3315, 2
10681, 386, 8
10681, 176, 4
10682, 122, 3
10683, 3594, 6
10683, 102, 8
10684, 193, 1
10684, 4609, 2
10684, 2283, 9
10684, 571, 8
10684, 1885, 2
10685, 1128, 3
10685, 4713, 8
10685, 657, 5
10686, 386, 9
10686, 3364, 2
10686, 197, 10
10686, 4271, 8
10686, 4208, 6
10688, 2708, 1
10689, 853, 5
10689, 2552, 7
10690, 3222, 7
10691, 2584, 4
10691, 34, 1
10691, 538, 2
10692, 3047, 4
10692, 1836, 4
10692, 1201, 6
10692, 1976, 2
10693, 3430, 8
10694, 12, 4
10697, 4558, 2
10698, 2372, 4
10698, 2030, 2
10698, 4527, 6
10698, 4606, 5
10699, 32, 7
10700, 109, 6
10700, 2928, 2
10700, 213, 2
10700, 4857, 1
10701, 124, 6
10702, 1440, 8
10702, 177, 2
10702, 148, 8
10702, 22, 3
10703, 141, 8
10703, 1175, 5
10703, 4473, 8
10704, 2346, 5
10705, 338, 8
10706, 3900, 4
10706, 1965, 1
10707, 191, 3
10708, 160, 5
10708, 1480, 7
10708, 1808, 3
10708, 2229, 9
10709, 3820, 3
10709, 4122, 8
10709, 2938, 8
10710, 1432, 8
10711, 3812, 9
10711, 1288, 6
10711, 137, 1
10711, 3213, 3
10711, 3671, 8
10712, 2432, 10
10712, 2915, 6
10712, 149, 10
10713, 267, 4
10714, 2113, 6
10714, 132, 6
10715, 3037, 4
10716, 73, 1
10716, 2174, 3
10717, 949, 6
10718, 40, 4
10718, 4434, 5
10719, 4670, 9
10721, 2241, 6
10721, 198, 3
10722, 1405, 7
10722, 4, 5
10722, 517, 3
10723, 3208, 2
10724, 1233, 6
10725, 2112, 9
10726, 2290, 3
10726, 173, 6
10726, 3442, 2
10727, 4840, 6
10727, 2669, 3
10727, 3989, 8
10727, 1147, 3
10728, 4084, 7
10728, 2842, 9
10728, 4167, 7
10730, 2152, 3
10731, 73, 6
10732, 4242, 3
10732, 3135, 9
10733, 3498, 5
10733, 1885, 3
10733, 311, 1
10735, 517, 9
10735, 109, 1
10736, 2440, 1
10736, 651, 4
10736, 2904, 1
10737, 80, 2
10737, 4470, 6
10738, 64, 2
10738, 2628, 8
10738, 1176, 4
10738, 2011, 3
10739, 313, 2
10739, 151, 2
10740, 4694, 8
10740, 55, 9
10743, 3079, 2
10743, 3433, 4
10743, 7, 2
10743, 2098, 7
10744, 897, 7
10744, 174, 2
10744, 4071, 6
10745, 4832, 10
10745, 1057, 3
10745, 2181, 8
10745, 4494, 9
10745, 4116, 6
10746, 3028, 4
10747, 161, 10
10748, 384, 3
10749, 4069, 9
10749, 2123, 5
10749, 4754, 8
10749, 1146, 10
10750, 4761, 2
10751, 4768, 9
10751, 2862, 7
10751, 3864, 4
10752, 3936, 8
10752, 3135, 7
10752, 143, 4
10753, 2665, 5
10754, 2940, 4
10755, 1841, 8
10755, 179, 6
10756, 13, 3
10756, 2406, 3
10757, 304, 5
10757, 2892, 10
10758, 4160, 1
10758, 2893, 5
10759, 4985, 6
10760, 100, 7
10760, 502, 2
10761, 2420, 5
10762, 3340, 1
10762, 71, 6
10763, 60, 6
10763, 4887, 5
10765, 886, 8
10766, 86, 4
10767, 38, 6
10768, 2536, 8
10768, 2096, 10
10768, 986, 10
10769, 114, 6
10769, 4443, 4
10770, 177, 4
10771, 1937, 3
10771, 3731, 2
10771, 1653, 7
10771, 3735, 9
10772, 229, 4
10772, 198, 9
10773, 72, 1
10774, 1835, 4
10774, 1263, 2
10774, 114, 8
10774, 4919, 9
10775, 46, 10
10776, 113, 10
10777, 134, 2
10777, 4970, 5
10777, 3856, 10
10778, 4098, 8
10778, 1959, 3
10778, 2153, 8
10778, 4442, 4
10779, 769, 1
10779, 1936, 10
10779, 4373, 2
10779, 56, 7
10779, 4730, 4
10780, 81, 4
10780, 861, 6
10781, 3125, 6
10781, 3699, 6
10781, 615, 2
10782, 98, 3
10782, 1613, 10
10782, 3182, 2
10782, 4145, 5
10783, 18, 4
10783, 3109, 2
10783, 4854, 8
10784, 519, 9
10786, 2915, 8
10786, 1412, 9
10786, 267, 10
10786, 4631, 2
10787, 168, 1
10787, 3184, 5
10787, 4863, 5
10788, 4220, 6
10788, 4125, 6
10789, 12, 8
10789, 2966, 6
10792, 3441, 4
10792, 26, 4
10793, 4684, 1
10793, 1075, 4
10793, 125, 7
10794, 32, 3
10794, 199, 8
10794, 2384, 8
10794, 2005, 4
10795, 4001, 10
10795, 6, 9
10795, 1933, 7
10797, 3649, 10
10797, 4742, 5
10797, 200, 7
10797, 1352, 1
10797, 2224, 1
10798, 334, 8
10798, 49, 6
10798, 3416, 3
10799, 123, 9
10799, 572, 1
10799, 3213, 9
10800, 3815, 6
10800, 2635, 3
10800, 2127, 3
10800, 986, 10
10801, 16, 10
10802, 2152, 1
10802, 810, 5
10803, 2517, 1
10804, 188, 5
10804, 3702, 3
10805, 3530, 5
10805, 2996, 2
10806, 2540, 2
10806, 3417, 3
10807, 69, 10
10808, 4819, 8
10808, 76, 1
10809, 64, 8
10810, 121, 2
10811, 4344, 5
10812, 8, 1
10812, 3886, 8
10813, 4800, 10
10814, 147, 7
10815, 188, 7
10815, 2204, 1
10816, 1756, 7
10816, 702, 7
10817, 3433, 6
10817, 181, 9
10818, 3859, 1
10818, 35, 5
10819, 1816, 7
10820, 705, 6
10820, 1379, 9
10820, 4395, 1
10820, 4313, 3
10821, 194, 6
10822, 1733, 3
10822, 264, 4
10823, 2500, 6
10823, 2041, 4
10823, 127, 5
10824, 3808, 3
10824, 4787, 9
10824, 3380, 7
10825, 3264, 9
10825, 2771, 4
10825, 4948, 3
10825, 4761, 3
10826, 2114, 9
10826, 2093, 9
10827, 2923, 3
10827, 108, 6
10827, 1339, 6
10828, 4781, 8
10829, 137, 3
10829, 1261, 7
10829, 4294, 4
10830, 166, 4
10830, 2991, 2
10830, 3610, 5
10831, 1074, 7
10831, 197, 1
10832, 1411, 10
10832, 1892, 2
10832, 3321, 1
10834, 38, 9
10835, 2627, 10
10835, 3432, 9
10835, 2966, 4
10836, 4768, 10
10836, 4611, 3
10836, 588, 3
10836, 3184, 6
10836, 50, 2
10837, 131, 7
10838, 133, 2
10838, 3382, 3
10838, 4860, 2
10838, 125, 8
10841, 2050, 4
10841, 943, 6
10841, 783, 4
10841, 1147, 8
10841, 92, 2
10842, 136, 9
10843, 714, 9
10844, 187, 6
10845, 3075, 10
10846, 1720, 9
10847, 1169, 7
10847, 165, 10
10848, 57, 8
10849, 3389, 7
10850, 107, 7
10850, 756, 3
10850, 1337, 6
10850, 1338, 1
10850, 1404, 7
10851, 4025, 6
10851, 4206, 10
10852, 2297, 8
10852, 4412, 10
10852, 550, 3
10853, 4934, 1
10853, 2887, 8
10853, 3344, 5
10853, 1137, 4
10854, 31, 10
10855, 3916, 9
10856, 3493, 10
10856, 3307, 2
10857, 193, 7
10857, 226, 9
10857, 1544, 8
10857, 432, 4
10857, 3792, 1
10858, 4834, 6
10858, 2056, 10
10858, 537, 1
10858, 4926, 9
10859, 78, 3
10860, 4236, 8
10860, 2284, 7
10860, 3866, 7
10860, 94, 9
10861, 1543, 1
10861, 105, 5
10861, 4720, 1
10861, 381, 2
10862, 811, 9
10862, 174, 4
10863, 3490, 5
10863, 3685, 8
10863, 909, 2
10863, 1679, 6
10863, 2526, 7
10864, 75, 5
10865, 616, 9
10865, 169, 3
10865, 101, 1
10866, 143, 9
10867, 3067, 3
10867, 4650, 8
10867, 3053, 3
10867, 3509, 10
10867, 4183, 8
10868, 32, 9
10869, 134, 4
10870, 36, 1
10871, 2220, 9
10871, 2774, 3
10872, 20, 2
10873, 14, 2
10874, 4615, 5
10874, 4752, 9
10874, 1597, 4
10875, 4196, 3
10875, 359, 6
10875, 4652, 5
10875, 3541, 5
10875, 3711, 8
10876, 1792, 1
10876, 114, 6
10876, 4654, 4
10877, 4352, 2
10877, 104, 5
10877, 2574, 9
10877, 1213, 1
10877, 3327, 2
10878, 3174, 1
10878, 3151, 3
10878, 179, 8
10879, 3273, 4
10880, 3, 3
10880, 299, 9
10880, 1069, 7
10880, 3987, 9
10881, 1855, 2
10882, 4748, 6
10882, 1434, 2
10882, 4539, 6
10883, 163, 1
10883, 4440, 4
10883, 3081, 3
10883, 1971, 3
10883, 2936, 7
10883, 3579, 5
10884, 1699, 3
10884, 2732, 4
10884, 217, 9
10885, 385, 10
10885, 660, 8
10886, 144, 4
10887, 3129, 6
10888, 900, 2
10888, 4170, 2
10888, 182, 8
10888, 2169, 9
10889, 2171, 4
10889, 3869, 8
10890, 103, 7
10890, 878, 3
10890, 2872, 2
10890, 121, 1
10891, 2375, 4
10893, 1434, 3
10895, 2057, 3
10895, 2670, 1
10895, 120, 8
10895, 186, 1
10896, 261, 5
10896, 777, 6
10896, 4141, 2
10896, 2812, 2
10897, 3002, 2
10897, 4622, 9
10898, 4974, 1
10898, 220, 9
10899, 17, 4
10899, 4540, 8
10900, 3329, 4
10900, 132, 4
10900, 2086, 6
10900, 87, 2
10901, 426, 10
10902, 1541, 8
10902, 2197, 4
10903, 106, 1
10903, 3828, 2
10904, 3675, 9
10905, 4656, 9
10905, 133, 3
10906, 1457, 9
10907, 3884, 3
10907, 2995, 1
10907, 3196, 7
10908, 3623, 4
10909, 3269, 1
10909, 13, 9
10909, 3796, 10
10909, 4351, 1
10910, 31, 3
10911, 66, 2
10911, 4613, 10
10911, 583, 7
10911, 2730, 7
10912, 176, 3
10912, 3196, 4
10913, 64, 6
10913, 41, 1
10914, 2388, 10
10915, 72, 7
10915, 3240, 10
10915, 3507, 3
10916, 2597, 7
10916, 3275, 9
10916, 4566, 3
10916, 2174, 8
10917, 4945, 10
10917, 74, 8
10918, 2080, 8
10918, 3660, 6
10918, 150, 6
10919, 1232, 9
10919, 1970, 7
10919, 3987, 5
10920, 1900, 9
10920, 4110, 7
10921, 1066, 1
10921, 4432, 3
10922, 61, 9
10924, 179, 8
10925, 115, 7
10925, 696, 1
10925, 473, 6
10926, 4897, 2
10926, 1249, 8
10926, 174, 4
10927, 129, 10
10927, 2853, 6
10927, 1926, 6
10927, 1908, 7
10927, 3255, 6
10928, 4006, 2
10928, 1141, 7
10930, 3368, 3
10930, 1961, 10
10931, 2071, 3
10932, 3137, 10
10932, 189, 10
10932, 1149, 1
10932, 4671, 1
10933, 3809, 6
10933, 144, 10
10933, 2420, 8
10933, 283, 9
10934, 1106, 6
10934, 1238, 6
10935, 3682, 1
10935, 1492, 8
10935, 3544, 7
10936, 305, 7
10936, 3413, 8
10937, 3101, 4
10938, 167, 2
10940, 995, 2
10940, 304, 1
10941, 74, 5
10941, 1100, 4
10941, 2485, 9
10942, 76, 8
10943, 40, 8
10943, 2060, 6
10943, 3312, 8
10944, 2730, 2
10944, 79, 4
10944, 4369, 9
10944, 2327, 10
10945, 4545, 3
10945, 135, 8
10946, 2005, 7
10946, 1585, 10
10946, 74, 5
10947, 156, 10
10948, 103, 9
10949, 185, 8
10950, 2312, 2
10950, 300, 6
10950, 144, 4
10951, 3318, 6
10951, 1500, 4
10952, 90, 6
10953, 2626, 10
10953, 175, 8
10953, 176, 9
10954, 2147, 4
10954, 667, 2
10955, 4163, 2
10955, 72, 3
10955, 1456, 3
10956, 4681, 10
10956, 2767, 3
10956, 3833, 2
10957, 160, 7
10957, 4908, 5
10958, 8, 9
10958, 2211, 4
10958, 3183, 2
10958, 2735, 4
10959, 2060, 10
10959, 275, 6
10959, 4542, 2
10959, 2943, 7
10960, 21, 10
10961, 3715, 5
10961, 82, 4
10963, 3789, 4
10964, 2048, 3
10964, 558, 1
10965, 2816, 3
10965, 12, 5
10966, 6, 4
10966, 4431, 4
10967, 4032, 1
10967, 4994, 10
10967, 118, 8
10969, 4299, 4
10970, 1639, 10
10970, 4777, 2
10970, 3537, 10
10970, 1682, 3
10970, 1752, 4
10971, 1233, 3
10971, 2685, 9
10971, 118, 2
10972, 41, 4
10973, 621, 8
10974, 163, 3
10975, 3417, 10
10975, 30, 10
10975, 2590, 9
10976, 57, 5
10976, 4414, 8
10976, 415, 9
10977, 1521, 10
10977, 119, 2
10978, 112, 2
10978, 4905, 9
10979, 1249, 6
10979, 131, 3
10980, 4091, 2
10980, 3229, 8
10982, 1086, 3
10982, 3892, 8
10982, 30, 7
10982, 2791, 9
10983, 116, 1
10983, 3605, 5
10983, 4118, 5
10983, 285, 4
10984, 1536, 6
10984, 677, 8
10984, 2939, 10
10985, 2037, 6
10985, 492, 9
10985, 29, 10
10985, 4735, 6
10986, 4453, 8
10986, 114, 4
10986, 2175, 3
10987, 4264, 10
10987, 1111, 5
10987, 506, 3
10988, 2315, 5
10988, 3633, 4
10988, 1623, 3
10989, 3488, 10
10990, 117, 9
10991, 35, 5
10991, 268, 10
10991, 145, 3
10991, 479, 8
10993, 3394, 1
10994, 80, 2
10995, 115, 9
10996, 4140, 3
10996, 1617, 7
10997, 4206, 7
10998, 770, 3
10999, 200, 4
10999, 1638, 5
11000, 40, 3
11001, 963, 3
11001, 993, 6
11002, 4416, 8
11002, 4761, 7
11003, 77, 1
11003, 2064, 8
11003, 3761, 3
11003, 373, 5
11004, 3525, 5
11004, 20, 9
11005, 82, 7
11005, 3435, 7
11005, 988, 3
11006, 421, 2
11006, 1911, 8
11007, 4992, 4
11007, 3282, 9
11007, 1011, 10
11008, 3332, 2
11008, 3753, 10
11008, 1753, 2
11008, 2044, 4
11008, 2461, 3
11009, 1058, 4
11009, 1591, 4
11010, 44, 9
11010, 1044, 4
11011, 142, 9
11012, 4393, 10
11012, 2738, 7
11012, 51, 4
11013, 881, 1
11013, 82, 1
11014, 48, 10
11014, 2091, 3
11016, 363, 10
11016, 890, 2
11017, 3974, 5
11017, 4375, 3
11017, 3423, 10
11018, 2108, 8
11018, 2207, 7
11019, 3274, 8
11019, 4, 9
11020, 175, 9
11021, 2003, 10
11021, 38, 2
11022, 1667, 3
11022, 1243, 6
11022, 1198, 1
11022, 178, 6
11022, 2969, 5
11022, 91, 6
11023, 2004, 3
11023, 3198, 3
11024, 3267, 2
11024, 3084, 4
11024, 3919, 7
11024, 115, 9
11024, 29, 4
11024, 1599, 2
11025, 53, 9
11026, 1376, 9
11026, 2311, 3
11026, 1070, 2
11026, 1871, 7
11026, 2237, 2
11026, 4254, 2
11027, 2850, 2
11027, 6, 7
11028, 3814, 2
11030, 3491, 1
11030, 4325, 5
11030, 1305, 3
11031, 844, 1
11033, 3489, 1
11033, 1577, 1
11033, 4951, 4
11033, 3831, 10
11033, 189, 10
11034, 171, 7
11035, 3904, 3
11035, 178, 4
11036, 1528, 10
11036, 4, 2
11036, 2166, 6
11037, 71, 4
11037, 852, 8
11038, 86, 8
11039, 1884, 6
11039, 4875, 6
11039, 2959, 8
11039, 50, 2
11039, 1747, 9
11039, 2612, 1
11039, 2012, 2
11040, 1985, 10
11040, 787, 8
11040, 115, 5
11040, 2681, 10
11040, 4511, 10
11041, 104, 10
11041, 273, 4
11042, 5, 7
11042, 1174, 9
11043, 3258, 8
11043, 19, 5
11044, 4610, 5
11044, 2962, 9
11044, 2875, 7
11045, 75, 1
11045, 884, 2
11046, 33, 9
11047, 2403, 2
11047, 31, 7
11048, 1850, 10
11049, 4854, 1
11049, 227, 8
11050, 1900, 9
11050, 54, 10
11051, 4386, 10
11051, 2228, 3
11051, 191, 2
11052, 72, 1
11052, 4325, 6
11052, 367, 6
11053, 4910, 1
11053, 55, 2
11054, 52, 9
11055, 2113, 5
11056, 35, 1
11057, 19, 9
11057, 4015, 1
11058, 2604, 10
11059, 144, 3
11059, 1140, 4
11061, 2113, 10
11061, 4683, 7
11061, 1806, 9
11062, 138, 1
11063, 1569, 10
11063, 121, 2
11064, 586, 4
11064, 146, 5
11064, 1370, 10
11064, 2043, 7
11064, 1950, 2
11065, 4068, 2
11065, 3060, 7
11066, 3911, 2
11066, 1039, 5
11066, 2383, 5
11067, 3464, 5
11067, 13, 2
11067, 882, 3
11067, 859, 8
11067, 3487, 2
11069, 3653, 5
11069, 178, 7
11069, 3994, 9
11069, 1246, 5
11070, 70, 7
11071, 1189, 9
11071, 1927, 1
11072, 103, 1
11073, 2057, 7
11073, 4995, 6
11074, 3403, 4
11074, 1328, 7
11074, 125, 7
11075, 57, 6
11075, 501, 10
11076, 102, 2
11077, 3076, 3
11078, 32, 10
11078, 4629, 4
11078, 166, 5
11079, 296, 1
11079, 406, 5
11079, 699, 4
11081, 4584, 4
11081, 77, 7
11081, 2037, 10
11081, 2295, 10
11081, 2399, 9
11082, 199, 5
11083, 3425, 8
11084, 3747, 6
11084, 246, 8
11084, 3287, 5
11084, 4252, 3
11085, 190, 2
11086, 1626, 9
11088, 117, 4
11088, 2318, 2
11088, 47, 7
11089, 850, 7
11089, 55, 7
11090, 4924, 2
11091, 1243, 2
11091, 61, 10
11092, 3268, 8
11093, 4373, 8
11094, 4070, 2
11094, 4505, 10
11094, 1241, 4
11095, 157, 2
11096, 181, 8
11097, 4323, 2
11097, 3699, 9
11097, 167, 1
11098, 4128, 2
11098, 2568, 2
11098, 4782, 8
11098, 4980, 10
11098, 28, 5
11099, 120, 2
11100, 1603, 5
11101, 6, 5
11102, 4995, 5
11102, 1466, 10
11102, 2430, 8
11103, 2473, 8
11103, 44, 10
11103, 2202, 7
11104, 99, 7
11104, 1702, 9
11105, 2569, 7
11105, 4082, 6
11106, 184, 7
11106, 2003, 1
11106, 4371, 3
11106, 1663, 2
11107, 152, 10
11107, 1411, 5
11108, 196, 9
11109, 2268, 6
11111, 3640, 8
11111, 3225, 5
11111, 28, 1
11112, 2599, 9
11112, 1547, 2
11113, 1219, 2
11113, 3172, 9
11113, 4259, 10
11113, 4727, 5
11113, 3980, 1
11113, 18, 9
11114, 1153, 1
11115, 177, 2
11115, 1139, 5
11117, 2508, 5
11117, 188, 5
11117, 3717, 2
11118, 2158, 10
11120, 2626, 9
11120, 2546, 4
11120, 4375, 5
11120, 2110, 5
11121, 4947, 7
11121, 60, 8
11123, 1123, 8
11123, 2761, 6
11123, 83, 3
11124, 1440, 4
11124, 4, 8
11124, 2149, 10
11124, 2655, 5
11124, 980, 2
11124, 927, 9
11125, 31, 9
11126, 88, 6
11127, 2413, 3
11127, 283, 9
11128, 3396, 8
11128, 137, 10
11129, 896, 4
11129, 299, 1
11129, 1273, 5
11129, 60, 9
11131, 154, 7
11133, 2713, 7
11133, 4650, 8
11135, 113, 9
11135, 4135, 4
11136, 139, 7
11138, 644, 8
11138, 47, 2
11139, 120, 5
11140, 1153, 4
11140, 150, 3
11141, 3445, 1
11142, 1045, 4
11142, 15, 2
11143, 4499, 5
11143, 140, 9
11144, 1417, 8
11145, 3064, 7
11145, 172, 10
11146, 3968, 5
11146, 2516, 1
11147, 11, 1
11147, 3189, 8
11148, 4676, 8
11148, 139, 1
11148, 879, 1
11148, 4658, 5
11149, 38, 6
11150, 104, 9
11150, 3860, 2
11151, 1345, 6
11151, 148, 6
11151, 4775, 7
11152, 766, 6
11152, 2897, 4
11153, 2862, 2
11153, 1398, 10
11153, 823, 1
11154, 195, 2
11154, 6, 5
11154, 105, 3
11155, 643, 10
11155, 61, 4
11156, 3381, 4
11156, 103, 3
11157, 4015, 1
11158, 1093, 7
11158, 2888, 5
11158, 299, 3
11158, 117, 3
11158, 1528, 7
11159, 4519, 8
11159, 4695, 6
11160, 47, 8
11161, 891, 4
11161, 1676, 4
11161, 1532, 7
11161, 1883, 8
11161, 1372, 1
11161, 3933, 2
11162, 4529, 10
11162, 93, 10
11162, 3865, 6
11163, 140, 5
11164, 3457, 3
11165, 1505, 5
11165, 3420, 2
11165, 111, 3
11166, 3970, 7
11166, 3011, 9
11166, 30, 3
11166, 282, 2
11167, 179, 10
11167, 1621, 4
11167, 2361, 6
11167, 3519, 6
11168, 754, 10
11168, 4762, 5
11169, 3257, 6
11169, 46, 7
11170, 8, 3
11170, 3971, 5
11171, 1634, 4
11171, 1516, 8
11171, 433, 3
11172, 4518, 10
11173, 1627, 9
11173, 2564, 3
11173, 3024, 4
11174, 2424, 5
11175, 875, 7
11175, 12, 7
11175, 174, 4
11176, 170, 9
11177, 41, 2
11177, 3973, 9
11178, 4498, 10
11179, 57, 4
11179, 1619, 10
11179, 4268, 7
11180, 923, 2
11181, 582, 10
11181, 4020, 2
11181, 2870, 9
11182, 90, 1
11182, 3941, 6
11182, 2326, 3
11183, 2233, 4
11183, 2271, 4
11183, 3089, 1
11183, 465, 3
11183, 2681, 10
11183, 2719, 10
11184, 4386, 8
11184, 1865, 8
11184, 722, 7
11184, 2997, 9
11184, 189, 4
11185, 3468, 7
11185, 3181, 8
11185, 23, 1
11185, 3454, 8
11186, 33, 4
11186, 3601, 5
11186, 4598, 4
11186, 88, 5
11186, 251, 1
11187, 2498, 3
11187, 3416, 5
11188, 3052, 7
11189, 162, 3
11189, 3531, 1
11190, 1063, 9
11190, 3255, 9
11191, 3776, 2
11191, 2914, 4
11191, 4107, 6
11191, 157, 8
11192, 4308, 8
11192, 5, 1
11194, 1720, 2
11195, 66, 8
11195, 1926, 4
11196, 3580, 2
11196, 2680, 8
11197, 113, 8
11197, 4796, 7
11199, 2051, 8
11199, 3, 2
11200, 2403, 4
11200, 7, 5
11200, 4437, 6
11200, 4470, 4
11200, 4789, 10
11200, 889, 1
11201, 2081, 3
11201, 653, 1
11201, 103, 10
11202, 1123, 8
11202, 1671, 6
11202, 1419, 2
11202, 3510, 4
11203, 3091, 4
11204, 198, 6
11205, 182, 8
11206, 2985, 1
11206, 141, 1
11208, 51, 2
11209, 27, 9
11210, 2019, 4
11211, 2936, 10
11212, 1103, 6
11213, 163, 6
11213, 4581, 6
11213, 936, 4
11213, 2223, 4
11214, 3119, 2
11215, 173, 2
11215, 47, 9
11216, 3920, 2
11216, 3846, 2
11216, 2479, 1
11217, 75, 6
11217, 3964, 8
11218, 4805, 1
11219, 1812, 3
11219, 1533, 4
11219, 30, 9
11220, 3136, 1
11220, 3740, 1
11220, 1186, 5
11220, 2565, 8
11220, 3609, 9
11220, 1979, 6
11221, 2847, 4
11222, 717, 4
11222, 165, 7
11223, 4068, 1
11223, 1072, 5
11223, 149, 8
11223, 441, 7
11224, 4578, 9
11226, 72, 8
11226, 2013, 5
11227, 2515, 9
11227, 70, 8
11228, 2100, 9
11228, 4046, 6
11228, 102, 1
11229, 2404, 2
11229, 1650, 4
11229, 3927, 9
11229, 121, 9
11230, 2979, 7
11231, 911, 4
11231, 1368, 4
11232, 331, 2
11232, 4979, 8
11232, 120, 2
11233, 3785, 5
11233, 46, 3
11234, 101, 10
11234, 2220, 9
11234, 1008, 1
11235, 1, 1
11236, 4483, 1
11236, 1979, 4
11236, 78, 8
11236, 3478, 2
11236, 281, 5
11236, 3291, 7
11236, 2845, 5
11236, 3102, 7
11237, 3754, 7
11239, 4913, 6
11239, 62, 9
11240, 161, 5
11241, 44, 8
11242, 2722, 5
11242, 3363, 1
11242, 4330, 7
11242, 47, 5
11242, 464, 2
11243, 1, 5
11243, 620, 4
11243, 2638, 3
11244, 56, 2
11245, 2888, 5
11245, 3954, 7
11245, 2868, 7
11245, 184, 3
11246, 1377, 5
11246, 2961, 1
11246, 172, 6
11248, 3960, 4
11249, 996, 8
11249, 326, 8
11249, 3016, 6
11249, 2057, 9
11249, 4939, 6
11249, 2072, 7
11249, 1722, 9
11250, 142, 10
11251, 3117, 1
11251, 7, 6
11252, 4483, 8
11252, 16, 1
11252, 4628, 7
11252, 87, 2
11252, 4511, 1
11253, 1887, 10
11253, 362, 9
11254, 564, 3
11254, 1989, 4
11254, 1142, 5
11255, 170, 4
11255, 2956, 7
11255, 2899, 3
11255, 3511, 6
11256, 3968, 3
11256, 3154, 2
11256, 76, 3
11256, 3060, 7
11259, 4582, 8
11259, 143, 10
11260, 3682, 2
11260, 172, 10
11260, 2270, 6
11261, 3290, 4
11262, 4285, 8
11263, 144, 1
11264, 1937, 6
11264, 145, 5
11264, 2364, 3
11264, 2207, 6
11265, 3724, 2
11265, 1302, 10
11265, 3550, 10
11266, 3333, 5
11266, 5, 9
11267, 131, 8
11267, 298, 7
11267, 689, 5
11267, 1917, 1
11268, 457, 4
11269, 189, 1
11270, 2913, 1
11270, 4678, 10
11270, 3306, 9
11270, 2545, 6
11270, 181, 4
11272, 98, 9
11272, 2918, 5
11272, 18, 3
11273, 4380, 5
11274, 2241, 5
11274, 1281, 6
11274, 1979, 9
11274, 2044, 6
11275, 129, 5
11276, 439, 2
11276, 1678, 10
11276, 2583, 9
11277, 2640, 3
11277, 66, 4
11278, 3648, 5
11278, 2886, 10
11278, 4457, 10
11278, 4191, 4
11279, 2695, 3
11279, 1000, 10
11279, 4528, 8
11279, 122, 8
11280, 1000, 9
11281, 3082, 6
11281, 2734, 8
11281, 4946, 8
11281, 1850, 4
11282, 13, 1
11283, 4099, 5
11283, 196, 1
11284, 553, 2
11285, 2069, 3
11286, 4408, 10
11286, 1763, 10
11289, 125, 4
11289, 4094, 3
11290, 86, 1
11291, 1043, 2
11292, 1887, 1
11293, 2836, 4
11294, 1092, 9
11294, 4100, 4
11294, 39, 10
11294, 3978, 1
11294, 2517, 8
11295, 2302, 3
11296, 4554, 5
11296, 4185, 3
11296, 4701, 8
11296, 95, 4
11297, 4480, 10
11297, 33, 5
11298, 19, 1
11298, 3787, 7
11299, 826, 1
11300, 101, 3
11301, 2528, 8
11301, 4133, 5
11301, 46, 6
11302, 4291, 1
11303, 752, 7
11304, 930, 2
11304, 2362, 10
11305, 3083, 4
11305, 2605, 1
11305, 4568, 1
11306, 4499, 1
11306, 3971, 10
11308, 3677, 1
11308, 2733, 4
11309, 4106, 9
11309, 61, 8
11310, 725, 1
11310, 2355, 3
11310, 109, 6
11311, 3864, 7
11311, 2, 2
11311, 207, 6
11312, 145, 6
11312, 2610, 1
11312, 2238, 5
11313, 1934, 5
11313, 751, 4
11313, 4974, 6
11313, 3250, 6
11313, 444, 5
11314, 28, 1
11315, 4074, 4
11315, 15, 2
11316, 41, 3
11317, 3102, 6
11318, 123, 7
11319, 1992, 4
11319, 5, 3
11319, 574, 7
11320, 1522, 4
11320, 51, 1
11321, 3628, 9
11321, 3748, 5
11321, 599, 9
11322, 2625, 4
11322, 130, 4
11323, 3136, 4
11324, 42, 3
11325, 3757, 6
11326, 4391, 2
11326, 3888, 1
11326, 29, 2
11327, 4422, 9
11327, 1365, 8
11327, 2328, 5
11328, 191, 3
11328, 171, 8
11328, 2612, 7
11329, 4284, 5
11330, 96, 5
11330, 1528, 3
11331, 164, 10
11331, 590, 7
11331, 854, 8
11332, 876, 1
11332, 2222, 1
