uid1,uid2
3487, 704
528, 3261
3261, 528
235, 1696
1696, 235
3390, 4767
4767, 3390
1530, 2482
2482, 1530
2655, 2857
2857, 2655
1068, 1670
1670, 1068
1661, 2184
2184, 1661
2208, 4797
4797, 2208
2917, 3796
3796, 2917
954, 2322
2322, 954
1636, 4571
4571, 1636
2844, 3668
3668, 2844
1095, 3843
3843, 1095
1690, 4992
4992, 1690
1862, 2066
2066, 1862
1169, 3765
3765, 1169
200, 3149
3149, 200
1493, 4828
4828, 1493
3321, 3633
3633, 3321
671, 3673
3673, 671
896, 3791
3791, 896
3464, 4850
4850, 3464
2774, 4403
4403, 2774
2075, 4402
4402, 2075
163, 1927
1927, 163
1080, 3319
3319, 1080
607, 655
655, 607
1950, 2421
2421, 1950
2566, 4639
4639, 2566
535, 752
752, 535
1531, 2437
2437, 1531
476, 3555
3555, 476
137, 1645
1645, 137
815, 4741
4741, 815
2315, 4239
4239, 2315
2557, 4526
4526, 2557
952, 1979
1979, 952
3830, 4018
4018, 3830
3661, 4963
4963, 3661
775, 1528
1528, 775
4016, 4373
4373, 4016
3369, 3808
3808, 3369
1335, 3787
3787, 1335
1249, 1569
1569, 1249
485, 1173
1173, 485
2437, 4178
4178, 2437
2867, 3008
3008, 2867
2989, 4691
4691, 2989
4160, 4687
4687, 4160
1097, 2868
2868, 1097
250, 717
717, 250
743, 4033
4033, 743
853, 3639
3639, 853
2749, 3891
3891, 2749
3148, 3408
3408, 3148
2457, 2736
2736, 2457
1318, 2463
2463, 1318
136, 1554
1554, 136
2658, 4712
4712, 2658
1839, 3855
3855, 1839
2403, 4193
4193, 2403
2, 4937
4937, 2
404, 2473
2473, 404
1782, 4260
4260, 1782
658, 1077
1077, 658
1119, 4855
4855, 1119
1494, 4732
4732, 1494
2359, 3490
3490, 2359
3097, 3419
3419, 3097
1587, 4142
4142, 1587
2795, 4020
4020, 2795
2031, 2870
2870, 2031
1425, 3814
3814, 1425
1392, 1422
1422, 1392
3952, 4872
4872, 3952
1087, 4758
4758, 1087
1470, 4496
4496, 1470
749, 1730
1730, 749
3653, 4990
4990, 3653
1868, 2290
2290, 1868
2499, 3096
3096, 2499
3505, 3779
3779, 3505
1089, 1771
1771, 1089
897, 4984
4984, 897
2944, 4651
4651, 2944
2189, 3055
3055, 2189
919, 2299
2299, 919
2503, 4908
4908, 2503
324, 2089
2089, 324
642, 678
678, 642
509, 1088
1088, 509
1488, 3358
3358, 1488
1906, 3871
3871, 1906
16, 1155
1155, 16
369, 1458
1458, 369
438, 2726
2726, 438
3718, 4021
4021, 3718
1362, 2064
2064, 1362
152, 827
827, 152
3467, 3621
3621, 3467
3532, 4016
4016, 3532
83, 4605
4605, 83
866, 3553
3553, 866
234, 4774
4774, 234
642, 3845
3845, 642
2383, 2466
2466, 2383
456, 4621
4621, 456
2042, 2173
2173, 2042
572, 4015
4015, 572
1862, 4457
4457, 1862
2104, 3990
3990, 2104
449, 1171
1171, 449
1248, 4005
4005, 1248
2449, 2712
2712, 2449
1509, 3780
3780, 1509
1669, 1783
1783, 1669
2275, 4222
4222, 2275
4069, 4197
4197, 4069
2626, 4452
4452, 2626
2828, 3997
3997, 2828
2076, 4170
4170, 2076
2067, 3118
3118, 2067
2960, 3924
3924, 2960
976, 1573
1573, 976
1630, 4083
4083, 1630
222, 3585
3585, 222
2064, 3786
3786, 2064
2091, 4643
4643, 2091
2961, 3745
3745, 2961
328, 2476
2476, 328
1597, 2041
2041, 1597
241, 3985
3985, 241
2180, 4119
4119, 2180
1445, 4653
4653, 1445
2782, 4941
4941, 2782
1269, 4427
4427, 1269
1313, 3221
3221, 1313
160, 4935
4935, 160
543, 3919
3919, 543
612, 3524
3524, 612
2024, 4895
4895, 2024
2619, 2826
2826, 2619
1378, 4720
4720, 1378
76, 511
511, 76
3482, 4921
4921, 3482
2638, 4007
4007, 2638
170, 3529
3529, 170
46, 1019
1019, 46
1616, 3730
3730, 1616
2674, 4603
4603, 2674
428, 562
562, 428
228, 4823
4823, 228
873, 2117
2117, 873
4111, 4691
4691, 4111
641, 1959
1959, 641
1205, 3987
3987, 1205
1203, 3160
3160, 1203
1769, 3571
3571, 1769
2931, 4013
4013, 2931
2143, 3223
3223, 2143
3103, 4470
4470, 3103
1379, 3012
3012, 1379
1370, 3458
3458, 1370
1100, 3597
3597, 1100
2369, 3162
3162, 2369
1433, 1528
1528, 1433
931, 3761
3761, 931
2445, 3157
3157, 2445
2399, 2812
2812, 2399
48, 2919
2919, 48
2895, 3393
3393, 2895
362, 4772
4772, 362
2964, 4661
4661, 2964
4786, 4964
4964, 4786
1189, 4177
4177, 1189
1559, 2956
2956, 1559
944, 4346
4346, 944
3289, 3670
3670, 3289
1864, 3003
3003, 1864
842, 3315
3315, 842
2841, 4446
4446, 2841
2364, 3326
3326, 2364
2132, 3757
3757, 2132
881, 3243
3243, 881
3540, 4420
4420, 3540
1638, 4353
4353, 1638
4413, 4759
4759, 4413
2964, 3506
3506, 2964
736, 3269
3269, 736
2788, 3280
3280, 2788
85, 1996
1996, 85
210, 944
944, 210
307, 4260
4260, 307
3872, 4785
4785, 3872
2681, 4322
4322, 2681
2623, 3563
3563, 2623
2485, 3629
3629, 2485
2437, 2649
2649, 2437
995, 2567
2567, 995
4255, 4708
4708, 4255
634, 2561
2561, 634
2817, 3055
3055, 2817
2120, 3881
3881, 2120
2221, 2243
2243, 2221
1744, 4533
4533, 1744
1386, 4825
4825, 1386
536, 2403
2403, 536
3429, 3784
3784, 3429
2462, 3995
3995, 2462
3179, 4575
4575, 3179
279, 4440
4440, 279
1167, 4902
4902, 1167
2667, 4400
4400, 2667
1435, 1684
1684, 1435
3022, 3810
3810, 3022
4278, 4668
4668, 4278
1712, 3655
3655, 1712
1865, 3897
3897, 1865
494, 837
837, 494
2015, 4595
4595, 2015
3127, 3230
3230, 3127
1158, 4385
4385, 1158
253, 3003
3003, 253
1367, 4909
4909, 1367
1651, 2224
2224, 1651
1463, 2927
2927, 1463
1884, 2203
2203, 1884
29, 2706
2706, 29
3224, 4452
4452, 3224
2121, 3836
3836, 2121
1871, 3661
3661, 1871
123, 4061
4061, 123
2399, 3780
3780, 2399
451, 894
894, 451
7, 3886
3886, 7
1527, 4790
4790, 1527
3590, 4401
4401, 3590
1177, 3630
3630, 1177
61, 4472
4472, 61
647, 3815
3815, 647
125, 2952
2952, 125
3755, 4064
4064, 3755
91, 335
335, 91
1632, 4560
4560, 1632
498, 2379
2379, 498
723, 777
777, 723
916, 2892
2892, 916
759, 4406
4406, 759
1478, 4093
4093, 1478
568, 1428
1428, 568
2261, 3041
3041, 2261
595, 3251
3251, 595
1498, 4745
4745, 1498
2174, 3796
3796, 2174
586, 1445
1445, 586
2265, 3160
3160, 2265
3860, 4238
4238, 3860
15, 1629
1629, 15
966, 2605
2605, 966
882, 4597
4597, 882
2375, 3678
3678, 2375
2421, 4962
4962, 2421
2811, 3427
3427, 2811
196, 1798
1798, 196
1285, 2893
2893, 1285
442, 2204
2204, 442
1932, 4397
4397, 1932
2383, 3515
3515, 2383
2106, 2483
2483, 2106
779, 2913
2913, 779
2377, 3700
3700, 2377
3352, 4316
4316, 3352
3918, 4727
4727, 3918
1722, 4937
4937, 1722
3520, 3900
3900, 3520
2338, 2991
2991, 2338
3138, 3798
3798, 3138
404, 757
757, 404
76, 137
137, 76
325, 3093
3093, 325
125, 4725
4725, 125
2356, 4701
4701, 2356
1129, 2329
2329, 1129
2986, 4316
4316, 2986
1124, 1204
1204, 1124
614, 1102
1102, 614
1443, 4367
4367, 1443
2, 1477
1477, 2
602, 2970
2970, 602
2833, 2946
2946, 2833
2581, 4388
4388, 2581
623, 4978
4978, 623
68, 4167
4167, 68
1649, 4593
4593, 1649
1346, 2340
2340, 1346
155, 1877
1877, 155
91, 4336
4336, 91
1751, 3557
3557, 1751
1283, 1991
1991, 1283
161, 1133
1133, 161
2875, 4461
4461, 2875
946, 1817
1817, 946
2781, 4045
4045, 2781
644, 3172
3172, 644
1867, 3890
3890, 1867
2603, 4712
4712, 2603
1253, 3438
3438, 1253
127, 3592
3592, 127
992, 2350
2350, 992
1997, 2808
2808, 1997
3891, 4677
4677, 3891
1036, 2807
2807, 1036
3601, 4349
4349, 3601
1642, 3748
3748, 1642
1220, 2335
2335, 1220
1724, 1868
1868, 1724
2329, 3897
3897, 2329
1627, 4379
4379, 1627
3511, 4806
4806, 3511
267, 2417
2417, 267
905, 4394
4394, 905
2443, 4184
4184, 2443
1378, 4614
4614, 1378
4129, 4626
4626, 4129
787, 1140
1140, 787
1865, 3389
3389, 1865
108, 4989
4989, 108
1213, 3234
3234, 1213
1242, 1720
1720, 1242
846, 1720
1720, 846
4559, 4560
4560, 4559
4196, 4508
4508, 4196
3573, 4529
4529, 3573
517, 3881
3881, 517
1663, 2881
2881, 1663
195, 1386
1386, 195
26, 3270
3270, 26
133, 4830
4830, 133
2669, 3722
3722, 2669
1186, 3989
3989, 1186
1477, 2475
2475, 1477
794, 1664
1664, 794
2105, 2983
2983, 2105
2255, 2927
2927, 2255
3036, 3492
3492, 3036
3760, 4489
4489, 3760
1082, 3235
3235, 1082
3945, 4242
4242, 3945
4024, 4535
4535, 4024
3299, 3313
3313, 3299
3913, 4704
4704, 3913
1934, 2697
2697, 1934
4045, 4823
4823, 4045
101, 2989
2989, 101
4371, 4993
4993, 4371
455, 4426
4426, 455
2399, 3406
3406, 2399
427, 4098
4098, 427
3811, 4777
4777, 3811
2179, 4571
4571, 2179
3657, 4310
4310, 3657
424, 3800
3800, 424
1618, 3780
3780, 1618
797, 2096
2096, 797
1543, 3606
3606, 1543
65, 3867
3867, 65
536, 3452
3452, 536
2213, 4340
4340, 2213
162, 767
767, 162
409, 1398
1398, 409
4072, 4710
4710, 4072
1926, 2031
2031, 1926
2719, 3919
3919, 2719
919, 4129
4129, 919
382, 3924
3924, 382
2372, 3057
3057, 2372
107, 2938
2938, 107
1533, 2487
2487, 1533
64, 2302
2302, 64
865, 1799
1799, 865
1679, 2312
2312, 1679
1115, 3667
3667, 1115
2390, 4767
4767, 2390
4745, 4779
4779, 4745
1581, 2154
2154, 1581
461, 2877
2877, 461
896, 2051
2051, 896
333, 3631
3631, 333
2975, 4639
4639, 2975
2634, 4346
4346, 2634
435, 2595
2595, 435
1632, 2092
2092, 1632
3335, 4393
4393, 3335
4319, 4563
4563, 4319
3940, 3978
3978, 3940
650, 2934
2934, 650
1125, 3981
3981, 1125
139, 732
732, 139
1651, 3273
3273, 1651
2836, 3699
3699, 2836
2051, 2426
2426, 2051
1845, 3489
3489, 1845
2774, 3952
3952, 2774
233, 3935
3935, 233
2821, 3017
3017, 2821
485, 4910
4910, 485
3848, 3988
3988, 3848
288, 1363
1363, 288
3591, 4332
4332, 3591
572, 1307
1307, 572
2299, 2504
2504, 2299
52, 1271
1271, 52
1526, 3520
3520, 1526
1187, 4054
4054, 1187
564, 665
665, 564
1102, 1472
1472, 1102
3619, 4286
4286, 3619
1372, 3053
3053, 1372
2849, 3321
3321, 2849
1866, 3561
3561, 1866
1714, 3921
3921, 1714
777, 2062
2062, 777
358, 2078
2078, 358
27, 4193
4193, 27
342, 3073
3073, 342
416, 3776
3776, 416
1596, 4050
4050, 1596
3172, 4132
4132, 3172
467, 2021
2021, 467
3364, 4302
4302, 3364
3527, 3542
3542, 3527
2525, 3732
3732, 2525
1471, 3008
3008, 1471
2542, 4086
4086, 2542
2241, 4912
4912, 2241
2183, 4907
4907, 2183
3507, 4179
4179, 3507
129, 282
282, 129
315, 1226
1226, 315
2343, 3095
3095, 2343
6, 3100
3100, 6
1888, 3454
3454, 1888
3143, 4841
4841, 3143
1353, 3295
3295, 1353
806, 4065
4065, 806
197, 4738
4738, 197
145, 2104
2104, 145
2815, 3440
3440, 2815
995, 2274
2274, 995
2258, 3522
3522, 2258
2270, 2593
2593, 2270
2156, 3245
3245, 2156
435, 4502
4502, 435
58, 3798
3798, 58
3053, 3204
3204, 3053
1278, 2720
2720, 1278
3320, 4487
4487, 3320
32, 3516
3516, 32
703, 2223
2223, 703
431, 1535
1535, 431
1659, 2789
2789, 1659
2572, 3281
3281, 2572
3712, 3964
3964, 3712
2682, 3826
3826, 2682
2435, 3168
3168, 2435
3391, 4488
4488, 3391
419, 3753
3753, 419
754, 1757
1757, 754
157, 3753
3753, 157
800, 4384
4384, 800
203, 3347
3347, 203
1032, 4892
4892, 1032
2518, 3179
3179, 2518
770, 3579
3579, 770
606, 704
704, 606
384, 1823
1823, 384
1810, 3092
3092, 1810
4662, 4849
4849, 4662
3428, 3750
3750, 3428
478, 3528
3528, 478
1916, 2148
2148, 1916
2787, 3195
3195, 2787
3717, 4792
4792, 3717
3513, 4238
4238, 3513
1036, 4206
4206, 1036
2782, 3201
3201, 2782
3191, 3406
3406, 3191
4427, 4551
4551, 4427
871, 1136
1136, 871
3341, 4104
4104, 3341
851, 3113
3113, 851
502, 2959
2959, 502
2028, 3678
3678, 2028
2532, 3211
3211, 2532
1445, 4791
4791, 1445
1746, 3965
3965, 1746
1493, 3519
3519, 1493
2176, 3549
3549, 2176
1783, 4786
4786, 1783
2497, 3375
3375, 2497
1899, 1928
1928, 1899
1391, 2461
2461, 1391
54, 4647
4647, 54
2356, 3335
3335, 2356
836, 3370
3370, 836
1983, 3504
3504, 1983
32, 1101
1101, 32
221, 4006
4006, 221
2494, 4208
4208, 2494
4086, 4234
4234, 4086
4113, 4337
4337, 4113
513, 623
623, 513
500, 1327
1327, 500
3204, 3967
3967, 3204
2055, 4669
4669, 2055
2487, 4326
4326, 2487
2103, 3397
3397, 2103
2606, 4957
4957, 2606
127, 937
937, 127
3413, 4491
4491, 3413
796, 4479
4479, 796
1351, 2257
2257, 1351
2809, 4727
4727, 2809
1761, 3818
3818, 1761
3679, 3829
3829, 3679
1663, 4414
4414, 1663
2895, 4686
4686, 2895
2449, 2879
2879, 2449
1082, 2190
2190, 1082
2683, 4214
4214, 2683
786, 2047
2047, 786
710, 1271
1271, 710
3183, 3224
3224, 3183
1078, 2606
2606, 1078
2180, 2997
2997, 2180
4046, 4538
4538, 4046
1606, 3664
3664, 1606
1555, 4076
4076, 1555
2097, 2181
2181, 2097
101, 3233
3233, 101
4366, 4893
4893, 4366
1948, 3778
3778, 1948
2111, 3018
3018, 2111
4000, 4543
4543, 4000
1890, 3773
3773, 1890
3230, 3578
3578, 3230
545, 4563
4563, 545
2248, 4420
4420, 2248
2910, 3573
3573, 2910
3440, 3573
3573, 3440
2875, 4518
4518, 2875
662, 2115
2115, 662
1402, 2679
2679, 1402
674, 1940
1940, 674
702, 2453
2453, 702
1330, 3742
3742, 1330
1289, 3152
3152, 1289
980, 3336
3336, 980
119, 2253
2253, 119
1258, 2526
2526, 1258
1815, 3383
3383, 1815
486, 3178
3178, 486
1139, 4497
4497, 1139
2209, 2721
2721, 2209
249, 4928
4928, 249
2761, 3234
3234, 2761
3390, 3405
3405, 3390
1284, 4097
4097, 1284
1155, 1997
1997, 1155
1375, 3461
3461, 1375
1495, 4317
4317, 1495
3064, 4174
4174, 3064
4010, 4052
4052, 4010
126, 4713
4713, 126
1958, 3260
3260, 1958
2387, 2619
2619, 2387
1737, 4200
4200, 1737
1369, 3804
3804, 1369
1801, 3461
3461, 1801
249, 3773
3773, 249
863, 1192
1192, 863
573, 1618
1618, 573
2324, 2455
2455, 2324
131, 3902
3902, 131
3859, 4391
4391, 3859
822, 1541
1541, 822
337, 745
745, 337
1324, 3630
3630, 1324
1867, 2337
2337, 1867
1516, 4739
4739, 1516
902, 904
904, 902
4320, 4577
4577, 4320
550, 2142
2142, 550
1981, 3755
3755, 1981
1613, 3359
3359, 1613
2317, 2923
2923, 2317
708, 4421
4421, 708
1182, 3523
3523, 1182
2925, 4499
4499, 2925
1825, 3400
3400, 1825
3535, 4428
4428, 3535
1388, 2086
2086, 1388
4290, 4711
4711, 4290
2846, 4556
4556, 2846
144, 3682
3682, 144
437, 1460
1460, 437
242, 3436
3436, 242
1409, 3313
3313, 1409
393, 3605
3605, 393
844, 2723
2723, 844
204, 4083
4083, 204
4402, 4521
4521, 4402
1088, 3083
3083, 1088
221, 1054
1054, 221
1160, 2959
2959, 1160
315, 4853
4853, 315
4322, 4757
4757, 4322
915, 2374
2374, 915
1216, 3268
3268, 1216
2040, 4469
4469, 2040
2014, 3248
3248, 2014
890, 2317
2317, 890
3517, 4737
4737, 3517
62, 3626
3626, 62
2314, 2759
2759, 2314
442, 1403
1403, 442
988, 3791
3791, 988
475, 762
762, 475
1717, 1722
1722, 1717
1120, 1466
1466, 1120
540, 2877
2877, 540
3558, 4896
4896, 3558
834, 4263
4263, 834
510, 3385
3385, 510
813, 942
942, 813
432, 3694
3694, 432
817, 1815
1815, 817
232, 2882
2882, 232
2318, 4921
4921, 2318
1549, 3427
3427, 1549
928, 2585
2585, 928
1096, 4613
4613, 1096
1197, 2221
2221, 1197
2292, 4639
4639, 2292
2255, 4757
4757, 2255
2894, 3926
3926, 2894
3517, 4871
4871, 3517
2224, 4131
4131, 2224
1391, 4315
4315, 1391
1317, 2114
2114, 1317
2081, 4203
4203, 2081
1678, 2278
2278, 1678
2305, 2376
2376, 2305
1578, 2047
2047, 1578
2364, 2956
2956, 2364
934, 1945
1945, 934
280, 3407
3407, 280
352, 1031
1031, 352
3770, 4512
4512, 3770
692, 4290
4290, 692
2364, 4245
4245, 2364
573, 1565
1565, 573
1567, 3177
3177, 1567
2299, 4789
4789, 2299
2086, 4681
4681, 2086
722, 1257
1257, 722
3998, 4123
4123, 3998
783, 2664
2664, 783
3202, 4189
4189, 3202
1287, 1443
1443, 1287
1245, 3634
3634, 1245
2802, 3666
3666, 2802
3294, 4128
4128, 3294
3485, 4662
4662, 3485
684, 2843
2843, 684
97, 3275
3275, 97
462, 929
929, 462
1669, 3588
3588, 1669
2830, 3620
3620, 2830
3728, 4770
4770, 3728
2423, 2707
2707, 2423
1144, 4117
4117, 1144
2801, 3040
3040, 2801
440, 2459
2459, 440
253, 2983
2983, 253
1481, 1793
1793, 1481
3452, 4848
4848, 3452
3918, 4089
4089, 3918
1322, 1921
1921, 1322
303, 2696
2696, 303
1418, 2383
2383, 1418
541, 4739
4739, 541
762, 4149
4149, 762
215, 1536
1536, 215
3873, 3915
3915, 3873
936, 4487
4487, 936
437, 602
602, 437
115, 1305
1305, 115
1441, 2902
2902, 1441
565, 3985
3985, 565
3549, 3976
3976, 3549
2587, 2841
2841, 2587
85, 500
500, 85
1829, 2610
2610, 1829
503, 3642
3642, 503
4, 2763
2763, 4
809, 1470
1470, 809
1294, 2451
2451, 1294
3237, 4212
4212, 3237
200, 608
608, 200
1626, 1877
1877, 1626
3286, 3350
3350, 3286
215, 1670
1670, 215
510, 4971
4971, 510
2317, 3488
3488, 2317
1890, 1923
1923, 1890
1855, 3807
3807, 1855
602, 2466
2466, 602
2735, 4351
4351, 2735
2144, 4849
4849, 2144
838, 2184
2184, 838
2405, 2904
2904, 2405
937, 3883
3883, 937
942, 1194
1194, 942
2604, 2740
2740, 2604
3689, 3716
3716, 3689
657, 1210
1210, 657
3182, 3885
3885, 3182
1542, 3818
3818, 1542
1151, 1718
1718, 1151
2474, 3798
3798, 2474
162, 1389
1389, 162
3376, 3377
3377, 3376
1228, 4567
4567, 1228
2735, 3546
3546, 2735
1102, 3704
3704, 1102
1742, 2344
2344, 1742
1592, 3531
3531, 1592
3209, 4368
4368, 3209
1182, 1189
1189, 1182
3021, 4317
4317, 3021
2255, 3094
3094, 2255
1256, 4521
4521, 1256
699, 1220
1220, 699
746, 2729
2729, 746
964, 4120
4120, 964
2918, 3788
3788, 2918
4076, 4111
4111, 4076
2107, 2822
2822, 2107
2148, 2823
2823, 2148
1946, 3628
3628, 1946
2727, 4378
4378, 2727
53, 1580
1580, 53
397, 2144
2144, 397
204, 1749
1749, 204
3824, 4425
4425, 3824
1454, 2792
2792, 1454
717, 2499
2499, 717
2312, 2823
2823, 2312
2425, 2700
2700, 2425
1659, 4887
4887, 1659
329, 1636
1636, 329
2598, 2628
2628, 2598
3959, 5000
5000, 3959
1602, 1909
1909, 1602
2794, 4260
4260, 2794
1280, 1858
1858, 1280
2675, 3814
3814, 2675
1527, 2489
2489, 1527
315, 2869
2869, 315
1292, 4312
4312, 1292
1428, 1729
1729, 1428
24, 1939
1939, 24
2784, 3168
3168, 2784
2009, 4111
4111, 2009
1345, 4296
4296, 1345
2232, 4533
4533, 2232
446, 477
477, 446
1468, 4137
4137, 1468
1151, 4430
4430, 1151
109, 1057
1057, 109
1200, 4322
4322, 1200
2209, 4522
4522, 2209
2104, 2254
2254, 2104
221, 4681
4681, 221
1, 211
211, 1
2086, 3368
3368, 2086
447, 1991
1991, 447
1494, 2675
2675, 1494
1389, 4379
4379, 1389
3855, 4195
4195, 3855
2821, 3184
3184, 2821
1840, 4251
4251, 1840
551, 1001
1001, 551
2213, 2547
2547, 2213
410, 796
796, 410
3377, 4570
4570, 3377
3629, 4791
4791, 3629
669, 3127
3127, 669
703, 2711
2711, 703
2101, 4184
4184, 2101
869, 1468
1468, 869
2754, 3251
3251, 2754
2038, 3081
3081, 2038
111, 2018
2018, 111
3978, 4571
4571, 3978
194, 740
740, 194
2195, 2506
2506, 2195
1148, 1233
1233, 1148
1925, 4308
4308, 1925
1008, 4636
4636, 1008
85, 2675
2675, 85
1530, 2466
2466, 1530
3245, 3646
3646, 3245
551, 1135
1135, 551
3078, 3883
3883, 3078
3208, 4895
4895, 3208
1613, 2127
2127, 1613
322, 494
494, 322
320, 1387
1387, 320
2802, 3426
3426, 2802
1284, 4288
4288, 1284
2240, 3164
3164, 2240
3081, 3780
3780, 3081
352, 1275
1275, 352
2108, 2456
2456, 2108
1621, 4058
4058, 1621
2600, 2918
2918, 2600
2678, 3740
3740, 2678
1057, 1249
1249, 1057
2354, 2862
2862, 2354
1402, 2415
2415, 1402
345, 4426
4426, 345
1276, 1552
1552, 1276
621, 2789
2789, 621
348, 2630
2630, 348
155, 3898
3898, 155
2168, 4735
4735, 2168
1727, 4992
4992, 1727
1324, 3821
3821, 1324
2174, 3991
3991, 2174
1439, 4525
4525, 1439
147, 1004
1004, 147
2698, 4900
4900, 2698
2643, 2749
2749, 2643
2858, 4623
4623, 2858
514, 1737
1737, 514
328, 2513
2513, 328
1905, 3951
3951, 1905
2343, 3396
3396, 2343
1131, 3776
3776, 1131
1265, 4530
4530, 1265
871, 2913
2913, 871
327, 3981
3981, 327
767, 4253
4253, 767
2601, 2873
2873, 2601
1026, 3201
3201, 1026
573, 4387
4387, 573
1126, 1338
1338, 1126
577, 2816
2816, 577
582, 3160
3160, 582
2107, 4408
4408, 2107
1392, 3150
3150, 1392
289, 2534
2534, 289
373, 3171
3171, 373
509, 588
588, 509
242, 244
244, 242
2014, 2150
2150, 2014
1043, 3905
3905, 1043
608, 2287
2287, 608
860, 2508
2508, 860
1061, 4484
4484, 1061
3430, 4394
4394, 3430
997, 3910
3910, 997
3237, 3972
3972, 3237
1850, 3597
3597, 1850
1879, 2083
2083, 1879
1736, 4249
4249, 1736
3504, 4501
4501, 3504
535, 1004
1004, 535
982, 2447
2447, 982
3206, 4635
4635, 3206
145, 2889
2889, 145
1368, 2109
2109, 1368
562, 3177
3177, 562
2628, 3840
3840, 2628
785, 2468
2468, 785
2080, 3254
3254, 2080
1918, 2926
2926, 1918
1661, 3270
3270, 1661
596, 3700
3700, 596
2091, 2854
2854, 2091
1867, 3146
3146, 1867
279, 1549
1549, 279
1300, 4984
4984, 1300
669, 4363
4363, 669
1121, 3706
3706, 1121
864, 4804
4804, 864
391, 2140
2140, 391
690, 4651
4651, 690
141, 1211
1211, 141
879, 1140
1140, 879
202, 2618
2618, 202
2098, 2870
2870, 2098
2321, 4605
4605, 2321
924, 3542
3542, 924
894, 3111
3111, 894
442, 2078
2078, 442
463, 1612
1612, 463
363, 4414
4414, 363
3069, 3717
3717, 3069
3812, 4175
4175, 3812
2079, 3917
3917, 2079
1082, 2007
2007, 1082
2919, 4308
4308, 2919
1104, 3486
3486, 1104
2265, 3518
3518, 2265
1501, 3122
3122, 1501
116, 2793
2793, 116
208, 3321
3321, 208
1686, 3060
3060, 1686
1357, 1838
1838, 1357
3324, 3431
3431, 3324
3227, 3498
3498, 3227
1677, 2193
2193, 1677
1936, 3585
3585, 1936
809, 3137
3137, 809
2060, 3651
3651, 2060
1169, 2891
2891, 1169
2306, 4057
4057, 2306
417, 1751
1751, 417
814, 1387
1387, 814
3727, 4201
4201, 3727
1194, 4826
4826, 1194
3885, 4787
4787, 3885
161, 3451
3451, 161
4910, 4931
4931, 4910
2541, 2769
2769, 2541
2363, 4160
4160, 2363
3562, 4484
4484, 3562
491, 2050
2050, 491
66, 1120
1120, 66
3407, 4381
4381, 3407
2436, 3884
3884, 2436
57, 253
253, 57
2290, 3308
3308, 2290
876, 4493
4493, 876
4067, 4777
4777, 4067
1123, 4370
4370, 1123
1023, 3200
3200, 1023
3180, 3227
3227, 3180
58, 1013
1013, 58
3757, 4736
4736, 3757
712, 3688
3688, 712
1694, 3031
3031, 1694
1014, 3272
3272, 1014
1692, 3335
3335, 1692
231, 3011
3011, 231
3519, 4921
4921, 3519
1521, 4392
4392, 1521
1584, 2462
2462, 1584
3512, 4100
4100, 3512
389, 1476
1476, 389
184, 2764
2764, 184
1163, 2590
2590, 1163
2921, 4598
4598, 2921
1415, 2811
2811, 1415
3197, 3715
3715, 3197
3384, 3541
3541, 3384
1475, 4747
4747, 1475
3696, 3813
3813, 3696
1744, 1939
1939, 1744
2186, 3038
3038, 2186
1131, 3402
3402, 1131
128, 4710
4710, 128
675, 907
907, 675
2144, 2812
2812, 2144
1089, 3930
3930, 1089
1424, 1934
1934, 1424
1489, 4803
4803, 1489
2700, 4198
4198, 2700
1970, 2632
2632, 1970
344, 3961
3961, 344
3970, 4173
4173, 3970
234, 1322
1322, 234
295, 2729
2729, 295
571, 1092
1092, 571
1093, 2894
2894, 1093
1110, 3063
3063, 1110
875, 4886
4886, 875
4533, 4636
4636, 4533
3871, 4702
4702, 3871
146, 512
512, 146
2169, 3757
3757, 2169
1174, 4926
4926, 1174
1289, 4876
4876, 1289
1273, 1899
1899, 1273
20, 2278
2278, 20
3122, 4025
4025, 3122
4648, 4744
4744, 4648
472, 1621
1621, 472
291, 3495
3495, 291
1168, 1324
1324, 1168
4242, 4995
4995, 4242
3784, 4117
4117, 3784
2156, 2367
2367, 2156
1178, 2951
2951, 1178
4013, 4354
4354, 4013
102, 4912
4912, 102
294, 2638
2638, 294
2680, 4215
4215, 2680
1163, 2269
2269, 1163
397, 1046
1046, 397
455, 462
462, 455
1902, 2608
2608, 1902
2805, 4102
4102, 2805
1241, 3091
3091, 1241
2144, 4585
4585, 2144
2665, 3533
3533, 2665
1204, 3209
3209, 1204
2826, 4390
4390, 2826
1502, 2085
2085, 1502
2769, 4795
4795, 2769
2726, 4159
4159, 2726
1267, 2218
2218, 1267
274, 4214
4214, 274
2103, 2490
2490, 2103
597, 4086
4086, 597
1759, 3030
3030, 1759
2106, 4077
4077, 2106
590, 4046
4046, 590
2056, 2270
2270, 2056
1655, 1926
1926, 1655
570, 4333
4333, 570
4060, 4684
4684, 4060
999, 3692
3692, 999
3724, 4735
4735, 3724
1257, 2038
2038, 1257
3791, 4267
4267, 3791
215, 2829
2829, 215
1001, 3738
3738, 1001
1971, 4010
4010, 1971
1524, 1978
1978, 1524
1715, 3266
3266, 1715
54, 4574
4574, 54
1685, 4555
4555, 1685
608, 2881
2881, 608
2275, 4771
4771, 2275
1043, 2055
2055, 1043
379, 2829
2829, 379
8, 3825
3825, 8
3062, 4592
4592, 3062
4049, 4279
4279, 4049
2273, 3385
3385, 2273
1452, 1701
1701, 1452
1307, 3040
3040, 1307
735, 2060
